,runtime,log_budget,log_revenue,log_popularity,log_vote_count,num_genres,is_english,is_adult,is_summer,is_holiday,is_friday_release,has_budget,has_revenue,budget_tier,is_major_studio,dir_avg_rating,dir_movie_count,dir_max_rating,dir_experienced,dir_avg_votes,num_keywords,num_prod_companies,release_month,release_quarter,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western,vote_average
0,148.0,19.11382792951231,21.376552598024606,5.23145615004082,9.814656338829513,3,1,0,0,1,0,1,1,5.0,1,7.99,1,7.99,0,18299.0,24,3,12,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.99
1,192.0,19.946737049621326,21.564940896978396,5.490114719178981,9.193295937366925,3,1,0,0,1,0,1,1,5.0,1,7.246,2,7.654,0,4943.5,14,2,12,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.654
2,108.0,18.132998684833918,19.140337383198787,3.9186013207882686,9.175231194862615,2,1,0,0,0,0,1,1,4.0,1,7.0,1,7.0,0,9654.0,46,5,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
3,101.0,18.826145858727198,18.730988242616757,3.9095399251343395,9.156306483483696,5,1,0,0,1,1,1,1,5.0,1,8.15,1,8.15,0,9473.0,8,2,12,4,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.15
4,155.0,18.92145603792546,19.8120318755302,4.341829444922468,9.150696519048667,2,1,0,0,0,0,1,1,5.0,0,7.789,1,7.789,0,9420.0,28,1,9,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.789
5,134.0,19.11382792951231,19.755026680344205,4.047532440436297,9.137662146478197,3,1,0,1,0,0,1,1,5.0,1,7.303,1,7.303,0,9298.0,11,1,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.303
6,242.0,18.064005814299346,0.0,4.880450675722129,9.127284796838858,3,1,0,0,0,0,1,0,4.0,1,6.247,2,8.19,0,6420.0,10,6,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.19
7,97.0,18.5159909328476,20.04375247801845,4.510694657765206,9.125109227613523,3,1,0,0,0,0,1,1,5.0,1,6.833,1,6.833,0,9182.0,13,5,9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.833
8,114.0,19.11382792951231,19.968490232804573,4.605220184738133,9.113939597689829,3,1,0,0,0,0,1,1,5.0,0,7.661,1,7.661,0,9080.0,10,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.661
9,99.0,18.258161826219297,19.582942671319078,4.002009951019304,9.0940312495758,4,1,0,0,0,0,1,1,4.0,1,7.569999999999999,2,7.57,0,6563.0,13,5,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.345
10,150.0,19.138520541980732,19.716240731778992,3.80721789106202,9.076237387452702,3,1,0,1,0,0,1,1,5.0,1,8.256,2,8.256,0,6255.0,18,2,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.191
11,102.0,17.72753358339242,19.348900050644364,4.998049760811755,9.060911858484253,4,1,0,0,0,0,1,1,3.0,1,6.400000000000001,2,7.63,0,4332.5,19,2,10,4,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.63
12,177.0,19.035866388448003,20.463128350567306,4.623177084280549,9.057771773331575,3,1,0,0,0,0,1,1,5.0,1,7.705,1,7.705,0,8584.0,21,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7.705
13,134.0,19.11382792951231,19.268706489366977,4.366811468867401,9.048762176320128,2,1,0,1,0,0,1,1,5.0,1,8.055,1,8.055,0,8507.0,8,3,5,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.055
14,132.0,18.826145858727198,19.884499165923774,4.508262731219023,9.045701550034536,3,1,0,0,0,0,1,1,5.0,1,7.589,1,7.589,0,8481.0,9,1,9,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.589
15,116.0,0.0,16.062433987017414,3.519898514257056,9.039552050995901,2,0,0,0,0,1,0,1,0.0,0,6.175000000000001,3,7.063,1,3498.6666666666665,19,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.063
16,126.0,19.11382792951231,20.678033929914736,4.580160022983923,8.98619632032839,3,1,0,1,0,0,1,1,5.0,1,7.355,1,7.355,0,7991.0,7,2,5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.355
17,151.0,19.11382792951231,18.948959395690178,3.8944291370270983,8.966483779064431,3,1,0,0,1,0,1,1,5.0,1,6.478,1,6.478,0,7835.0,5,4,12,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.478
18,132.0,19.035866388448003,18.9437358379729,4.161909748384525,8.948066103458935,3,1,0,1,0,0,1,1,5.0,1,8.023,2,8.023,0,6316.5,18,4,7,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.557
19,115.0,18.5159909328476,19.61921860268198,4.152597746952024,8.944158830970405,3,1,0,1,0,0,1,1,5.0,1,7.0520000000000005,2,7.55,0,5730.5,12,5,8,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.55
20,95.0,19.11382792951231,17.722530508961057,4.123288288611878,8.939318740417509,5,1,0,1,0,0,1,1,5.0,1,7.865,1,7.865,0,7625.0,15,2,6,2,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.865
21,124.0,18.31532023940565,19.871135222592958,3.863231841258214,8.932080438103307,3,1,0,0,0,0,1,1,4.0,1,7.139,1,7.139,0,7570.0,15,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.139
22,131.0,18.951309000896888,21.12119114002817,4.8464758039281595,8.928905412284868,2,1,0,1,0,0,1,1,5.0,1,5.819000000000001,2,8.26,0,4452.5,5,3,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.26
23,156.0,19.11382792951231,19.81212407633888,4.119378579941743,8.921857979353632,3,1,0,0,1,0,1,1,5.0,1,7.237,2,7.237,0,5085.5,10,1,11,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.927
24,138.0,18.132998684833918,13.582144938879765,3.424067195752903,8.885717651712119,3,1,0,0,1,0,1,1,4.0,0,7.135,1,7.135,0,7227.0,18,1,12,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7.135
25,93.0,18.420680753952364,21.02760239826729,6.019592714829318,8.81640849968169,5,1,0,0,0,0,1,1,4.0,1,7.775,1,7.775,0,6743.0,14,3,4,2,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.775
26,143.0,19.11382792951231,20.40337664129146,3.911742966220827,8.804024902413179,3,1,0,1,0,0,1,1,5.0,1,7.139,1,7.139,0,6660.0,6,5,5,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.139
27,119.0,19.33697147982652,20.450049406760908,4.771421640937882,8.781248333236862,3,1,0,1,0,0,1,1,5.0,1,6.517,1,6.517,0,6510.0,17,2,7,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.517
28,103.0,18.31532023940565,19.993723890958925,5.4048821567760665,8.763271714012943,6,1,0,0,1,0,1,1,4.0,1,7.520999999999999,2,8.266,0,4951.0,8,2,12,4,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.266
29,115.0,19.11382792951231,18.017213653476933,3.789222402809964,8.74528448245438,4,1,0,0,0,1,1,1,5.0,1,6.757000000000001,2,6.906,0,3642.0,12,4,9,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.906
30,107.0,18.420680753952364,18.686293825294563,3.9982557460257895,8.743850562030243,5,1,0,0,0,0,1,1,4.0,1,7.9,1,7.9,0,6271.0,8,2,3,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.9
31,92.0,16.648723960844016,17.939078947236144,3.8073289343134804,8.735203590618699,3,1,0,0,0,0,1,1,3.0,0,8.018,1,8.018,0,6217.0,9,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.018
32,100.0,17.989897843244528,0.0,5.047153641196588,8.669399124305569,3,1,0,1,0,0,1,0,4.0,1,7.762,1,7.762,0,5821.0,16,1,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.762
33,103.0,19.11382792951231,18.77091529400597,3.272302841251053,8.646113971483077,5,1,0,0,0,0,1,1,5.0,1,7.726,1,7.726,0,5687.0,7,2,2,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.726
34,123.0,16.860033043306743,0.0,3.136710866813563,8.620110725422924,4,1,0,0,0,0,1,0,3.0,0,7.0217777777777775,10,7.938,1,755.1,14,2,9,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.3
35,116.0,17.989897843244528,0.0,3.8516571001417033,8.61558951327243,2,1,0,0,0,1,1,0,4.0,0,7.487,2,7.487,0,3665.0,9,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.356
36,163.0,19.33697147982652,20.467280096771468,3.9569007642062317,8.613048677059759,3,1,0,0,0,0,1,1,5.0,1,7.402,1,7.402,0,5502.0,10,3,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7.402
37,162.0,19.33697147982652,20.571398396044202,4.889574392100986,8.608130186408339,3,1,0,0,1,0,1,1,5.0,1,7.193,1,7.193,0,5475.0,18,1,11,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.193
38,124.0,19.11382792951231,19.78996147051761,4.661162920688024,8.60666819784384,3,1,0,0,0,0,1,1,5.0,1,7.208,3,7.418,1,3690.0,8,4,10,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.014
39,110.0,16.811242881518265,18.251386348028532,3.9273844125408455,8.59932602095476,3,1,0,0,0,0,1,1,3.0,1,7.081,1,7.081,0,5427.0,10,3,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.081
40,111.0,17.479072229734946,19.145477021148057,5.034455981955268,8.5956346177228,3,1,0,1,0,0,1,1,3.0,1,6.545,2,7.491,0,2886.0,8,3,5,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,7.491
41,124.0,15.76142084987672,18.788739718228598,3.1670771396343134,8.572249397164315,3,1,0,0,0,0,1,1,2.0,1,7.129,1,7.129,0,5282.0,14,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,7.129
42,147.0,18.92145603792546,20.725241964120315,4.744036074853272,8.561401446080557,3,1,0,1,0,0,1,1,5.0,1,6.787,1,6.787,0,5225.0,6,2,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.787
43,140.0,17.034386422832473,18.7514223130485,4.178655072931619,8.558527054909215,3,1,0,0,0,0,1,1,3.0,0,7.822,1,7.822,0,5210.0,20,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.822
44,127.0,19.11382792951231,19.21317289450134,3.897599484762422,8.556413904569519,3,1,0,1,0,0,1,1,5.0,1,7.006,3,7.418,1,3690.0,5,6,7,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.418
45,118.0,18.8906843794481,12.090347490983234,3.9792329551208763,8.544029845369797,3,1,0,0,1,0,1,1,5.0,0,6.803,1,6.803,0,5135.0,5,3,11,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.803
46,114.0,18.7922443072814,21.079922301014392,6.975731633991231,8.532081803909987,3,1,0,1,0,0,1,1,5.0,0,7.279,1,7.279,0,5074.0,15,4,7,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.279
47,116.0,18.603002309079653,19.824670756900794,4.388778787496415,8.53050420547591,2,1,0,0,0,0,1,1,5.0,1,7.002,1,7.002,0,5066.0,7,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.002
48,105.0,0.0,17.553180200057167,4.804283305421882,8.527539483470381,2,1,0,0,0,0,0,1,0.0,0,6.6,2,7.202,0,2758.0,3,4,9,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.202
49,147.0,19.06253463538792,18.86854946236687,3.9729863933862632,8.520985989654934,3,1,0,0,1,0,1,1,5.0,1,6.479,1,6.479,0,5018.0,13,3,12,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.479
50,150.0,19.33697147982652,20.55535629002518,5.766807350810978,8.505525386548555,3,1,0,1,0,0,1,1,5.0,1,7.557,2,8.023,0,6316.5,14,2,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.023
51,126.0,18.31532023940565,19.29309734076043,4.3924224108560015,8.477412321404392,3,1,0,1,0,0,1,1,4.0,1,7.495,1,7.495,0,4804.0,11,2,8,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.495
52,132.0,0.0,0.0,3.2708229054909475,8.475746001502063,2,1,0,1,0,1,0,0,0.0,0,6.97,2,7.703,0,3261.5,0,1,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.703
53,110.0,17.553180200057167,17.500911945611275,3.4292015780717526,8.451480648050856,3,1,0,0,0,0,1,1,3.0,1,6.76,1,6.76,0,4681.0,6,9,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.76
54,170.0,18.31532023940565,19.87224437321169,6.181129905393453,8.442469645220301,3,1,0,0,0,0,1,1,4.0,0,7.814,1,7.814,0,4639.0,16,4,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.814
55,119.0,17.50439003707821,18.459579193645894,4.059287170406698,8.440959885416648,3,1,0,0,0,0,1,1,3.0,0,7.197999999999999,3,7.814,1,2443.3333333333335,11,4,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.669
56,140.0,17.50439003707821,16.401769777313763,3.9106620797888048,8.418697944667139,3,1,0,0,1,0,1,1,3.0,0,7.059,1,7.059,0,4530.0,15,1,11,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.059
57,100.0,19.06253463538792,16.753609640283482,4.545016703168248,8.408493774492896,4,1,0,0,0,0,1,1,5.0,1,7.442,1,7.442,0,4484.0,21,2,3,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.442
58,140.0,18.420680753952364,20.342359310983525,6.240930601531267,8.388222810119277,3,1,0,1,0,0,1,1,4.0,1,6.827,2,8.442,0,2224.5,25,5,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.442
59,123.0,18.5159909328476,19.82043787148118,4.967449396646655,8.349011198176003,4,1,0,0,0,1,1,1,5.0,1,7.344999999999999,2,7.57,0,6563.0,7,5,4,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.57
60,120.0,17.341871111992198,17.77250694815561,3.591459550406353,8.297543529356284,3,1,0,1,0,0,1,1,3.0,0,6.660499999999999,3,7.14,1,1551.6666666666667,18,6,7,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.14
61,125.0,19.11382792951231,19.98107794093168,5.163035871959495,8.296546520300614,3,1,0,0,0,0,1,1,5.0,1,6.431,1,6.431,0,4009.0,10,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.431
62,131.0,18.420680753952364,18.651226090270193,3.984771482458435,8.27715777243181,3,1,0,0,1,0,1,1,4.0,1,6.794,1,6.794,0,3932.0,12,3,12,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.794
63,110.0,18.258161826219297,19.82186372002906,4.432208686860458,8.273846932784508,2,1,0,0,1,0,1,1,4.0,1,7.918,1,7.918,0,3919.0,7,2,12,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.918
64,124.0,18.132998684833918,19.067783991246507,4.103568556749632,8.268475388982598,3,1,0,0,1,0,1,1,4.0,1,7.451,1,7.451,0,3898.0,14,4,11,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.451
65,142.0,19.644456178515657,20.373296447583158,7.070101143505033,8.264105763728956,3,1,0,1,0,0,1,1,5.0,1,7.265,1,7.265,0,3881.0,7,4,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.265
66,108.0,16.705882371415992,18.31694680470159,3.697913523743807,8.257644958208228,3,1,0,1,0,0,1,1,3.0,1,6.351,2,6.387,0,2842.0,13,4,7,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,6.387
67,125.0,18.064005814299346,0.0,3.0353375281463504,8.249836485425702,2,1,0,1,0,1,1,0,4.0,0,7.749,2,7.749,0,2774.5,5,3,7,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.168
68,142.0,19.11382792951231,19.824202962157333,4.317154724635072,8.247220052745229,3,1,0,0,0,0,1,1,5.0,1,6.721,1,6.721,0,3816.0,14,2,4,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.721
69,106.0,18.569100757691327,0.0,3.7090006581101505,8.242756345714477,2,1,0,0,0,1,1,0,5.0,0,7.550000000000001,2,7.55,0,5730.5,4,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.052
70,181.0,18.420680753952364,20.65466574652516,6.140711796172507,8.23403420769204,2,1,0,1,0,0,1,1,4.0,1,7.190999999999999,2,8.256,0,6255.0,25,3,7,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.256
71,115.0,18.826145858727198,18.913498570231074,3.8375580464852987,8.224967478914584,4,1,0,1,0,0,1,1,5.0,1,6.829,1,6.829,0,3732.0,6,4,7,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.829
72,105.0,18.132998684833918,18.936493915199545,3.9893173243543947,8.214465160759186,3,1,0,0,0,0,1,1,4.0,1,6.115,1,6.115,0,3693.0,5,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6.115
73,107.0,17.370858648025116,18.19287887199048,3.777897150431589,8.214194414852564,3,1,0,0,1,0,1,1,3.0,0,7.197,1,7.197,0,3692.0,15,4,11,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7.197
74,109.0,17.216707972959764,13.93068307807693,3.1845327964456547,8.199738960630786,4,1,0,0,0,1,1,1,3.0,0,7.335,1,7.335,0,3639.0,8,1,10,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.335
75,148.0,18.31532023940565,19.066212075814487,3.5113961739602306,8.19946419761216,7,1,0,1,0,1,1,1,4.0,0,8.19,2,8.19,0,6420.0,19,1,5,2,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,6.247
76,137.0,18.064005814299346,18.058750744938315,3.9995026061172823,8.185907481482324,3,1,0,0,0,0,1,1,4.0,0,7.1,1,7.1,0,3589.0,22,4,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.1
77,95.0,17.989897843244528,19.19035283351961,4.165982820474895,8.163086375583216,5,1,0,0,1,0,1,1,4.0,1,8.265999999999998,2,8.266,0,4951.0,7,2,11,4,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.521
78,100.0,18.50685844936773,18.526866856711095,3.632943821783633,8.133587417660966,3,1,0,0,0,0,1,1,5.0,1,7.572,1,7.572,0,3406.0,8,4,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.572
79,101.0,18.980296537602072,19.342598144395627,3.194050203432545,8.131530710604252,3,1,0,0,0,0,1,1,5.0,1,6.638,1,6.638,0,3399.0,10,5,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.638
80,127.0,19.088510121656228,19.878830544499348,6.426067656959469,8.092851027538384,3,1,0,1,0,0,1,1,5.0,1,7.492,1,7.492,0,3270.0,9,7,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.492
81,130.0,18.035018277846262,18.9561389648493,3.940571588832562,8.092239406724211,3,1,0,1,0,0,1,1,4.0,1,6.9,1,6.9,0,3268.0,17,3,7,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,6.9
82,107.0,14.914123179965662,16.59558767207987,4.917049626465677,8.076515327552329,1,1,0,1,0,0,1,1,2.0,0,7.253,1,7.253,0,3217.0,1,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.253
83,102.0,16.300417291085605,19.008246095477595,4.621289567867975,8.074337694089515,2,1,0,0,1,0,1,1,2.0,1,7.219,1,7.219,0,3210.0,17,4,12,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7.219
84,147.0,16.811242881518265,0.0,4.219728269085393,8.048149101665201,2,0,0,0,0,1,1,0,3.0,0,7.749,1,7.749,0,3127.0,9,3,10,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7.749
85,128.0,19.11382792951231,13.025905339062387,3.6971699924316708,8.047189562170502,2,1,0,1,0,0,1,1,5.0,0,7.382000000000001,2,7.382,0,2136.0,8,2,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.979
86,94.0,18.020203192280615,17.710786002624488,3.3043560302126,8.041412909393047,5,1,0,0,0,0,1,1,4.0,1,6.1,1,6.1,0,3106.0,5,3,4,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,6.1
87,115.0,14.731801689838349,0.0,3.696649191378297,8.033334015880062,3,1,0,0,1,0,1,0,2.0,0,7.938,1,7.938,0,3081.0,4,4,11,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7.938
88,87.0,18.258161826219297,20.660994834776808,4.411306271738861,8.026496938945412,3,1,0,1,0,0,1,1,4.0,1,7.379,1,7.379,0,3060.0,7,2,6,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.379
89,105.0,19.11382792951231,19.23792618155888,3.9902055224809554,8.024207485778577,5,1,0,1,0,0,1,1,5.0,1,7.1,2,7.1,0,1637.5,8,2,6,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.1
90,127.0,18.31532023940565,18.737731571461655,3.72074142726268,8.019612794400267,3,1,0,0,0,0,1,1,4.0,1,6.606249999999999,5,7.129,1,1275.4,8,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.463
91,138.0,0.0,0.0,2.7859367397592814,8.01862546504575,3,1,0,0,0,1,0,0,0.0,0,7.219,1,7.219,0,3036.0,17,3,9,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.219
92,104.0,17.909855136853043,17.556649389657082,3.7329920287322573,8.014335737299424,3,1,0,0,1,0,1,1,4.0,0,6.647,1,6.647,0,3023.0,9,5,12,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.647
93,112.0,18.119575664681957,19.077722316377365,3.9950029337043205,7.994632311431825,3,1,0,0,0,0,1,1,4.0,1,6.6,1,6.6,0,2964.0,1,4,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6
94,144.0,19.519293035953808,19.40789811318247,6.176683984320942,7.992944547318106,3,1,0,1,0,0,1,1,5.0,1,6.898,1,6.898,0,2959.0,12,4,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.898
95,153.0,18.420680753952364,17.233237274364523,3.4546117582967915,7.9909154630913255,3,1,0,0,0,0,1,1,4.0,1,6.626,2,7.466,0,2860.0,24,4,10,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.466
96,116.0,14.914123179965662,17.824683976201595,4.0249408920832215,7.978653729082731,1,1,0,0,1,1,1,1,2.0,0,7.949,1,7.949,0,2917.0,35,2,12,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.949
97,90.0,16.454567959008102,16.17166968747509,3.318359103353151,7.961370201719511,3,1,0,0,0,0,1,1,2.0,1,6.654,1,6.654,0,2867.0,6,4,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.654
98,95.0,17.72753358339242,17.52622315002106,3.051734463669276,7.942362237674335,4,1,0,0,0,0,1,1,3.0,1,6.1530000000000005,2,6.298,0,1692.5,19,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.298
99,117.0,17.57671069691365,16.949160726857237,3.2260500286162013,7.9420068084898565,3,1,0,0,0,0,1,1,3.0,0,7.288,2,7.375,0,1439.0,14,5,10,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,7.375
100,138.0,19.11382792951231,16.48273883399067,4.65295984982394,7.939871576361883,3,1,0,0,0,1,1,1,5.0,0,6.723,2,7.572,0,1910.0,15,3,9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.572
101,159.0,18.258161826219297,19.480795712422076,3.68554891401748,7.933796874815411,3,1,0,1,0,0,1,1,4.0,1,7.593,1,7.593,0,2789.0,8,4,6,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,7.593
102,117.0,15.454507466814658,16.892822864593636,3.0113103035173094,7.932721027481948,2,0,0,0,0,0,1,1,2.0,0,7.658,1,7.658,0,2786.0,11,5,9,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.658
103,114.0,0.0,16.445164240124903,3.2429438522019014,7.932003152361385,3,1,0,0,1,0,0,1,0.0,0,7.5,1,7.5,0,2784.0,17,2,12,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.5
104,96.0,15.607270193858982,16.861429211001493,3.9604702536657728,7.930925372483388,1,1,0,0,1,0,1,1,2.0,1,6.673,2,8.152,0,1531.0,14,14,12,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.152
105,130.0,17.370858648025116,11.584538899779762,2.6871669901857858,7.926602599181384,2,1,0,0,0,1,1,1,3.0,0,6.533000000000001,2,7.727,0,1660.5,12,2,9,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.727
106,158.0,18.132998684833918,18.8474897485073,3.297945751851681,7.92588031673756,3,1,0,0,1,0,1,1,4.0,0,7.466,2,7.466,0,2860.0,11,3,11,4,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.626
